"USER";"TYPE";"BANKL";"BANKA";"NAME1";"NAME2";"NAME3";"NAME4";"BNKLZ";"REGION";"POST_CODE1";"CITI1";"CITI2";"STREET";"HOUSE_NUM1";"HOUSE_NUM2";"BUILDING";"FLOOR";"ROOMNUMBER";"STRAS";"BRNCH";"SWIFT";"TEL_NUM1";"BANK_DELETE";"fc__uuid"
"блокировка 20160627";"банки";"040180002";"ПУ БАНКА РОССИИ СТЕПНОЕ";"ПУ БАНКА РОССИИ СТЕПНОЕ";"";"";"";"040180002";"22";"658130";"Г. АЛЕЙСК 4";"";"";"";"";"";"";"";"";"";"";"(38553)20331,21403";"X";"53f8a52c-64b4-4189-8f80-8fba7f2a3cc2"
;"банки";"040181002";"ПУ БАНКА РОССИИ ШОЛОХОВСКОЕ";"ПУ БАНКА РОССИИ ШОЛОХОВСКОЕ";"";"";"";"040181002";"22";"658076";"П. СИБИРСКИЙ";"";"";"";"";"";"";"";"";"";"";"(38532)50476";"";"59d318a1-568b-40e3-b70c-7f6fc27d2a8f"
;"УФК";"0402";"Отдел N 2 УФК по Кабардино-Балкарской Республике";"Отдел N 2 Управления Федерального казнач";"ейства по Кабардино-Балкарской Республик";"е";"";;;"";;;;;;;;;;;;;;"a33d5a45-74ad-4f4e-b6b3-5710754ac64d"
;"УФК";"0403";"Отдел N 3 УФК по Кабардино-Балкарской Республике";"Отдел N 3 Управления Федерального казнач";"ейства по Кабардино-Балкарской Республик";"е";"";;;"";;;;;;;;;;;;;;"fda93276-c45a-4fb1-9578-046445f9672f"
;"банки";"040304000";"РКЦ АНАПА";"РКЦ АНАПА";"";"";"";"040304000";"23";"353440";"Г. АНАПА";"";"УЛ.ПУШКИНА";"15";"";"";"";"";"УЛ.ПУШКИНА,15";"";"";"(86133)45237,46915";"";"57b82028-95ab-4140-8e0b-bf29089acfdf"
;"банки";"040304513";"ФИЛИАЛ ЗАО БАНК ЗЕНИТ СОЧИ В Г.АНАПА";"ФИЛИАЛ ЗАО БАНК ЗЕНИТ СОЧИ В Г.АНАПА";"";"";"";"040304513";"23";"353440";"Г. АНАПА";;"УЛ.ЛЕНИНА";"26";;;;;"УЛ.ЛЕНИНА,26";"30101810900000000513";;"(8233)56545";"X";"ea814684-bbef-409f-953e-1e601940667d"
;"банки";"040304793";"АНАПСКИЙ ФИЛИАЛ ОАО АКБ ""УРАЛСИБ-ЮГ БАНК""";"АНАПСКИЙ ФИЛИАЛ ОАО АКБ ""УРАЛСИБ-ЮГ БАНК";"""";"";"";"040304793";"23";"353440";"Г. АНАПА";;"УЛ.ТЕРСКАЯ";"119";;;;;"УЛ.ТЕРСКАЯ,119";"30101810500000000793";"";"(8233)40514,45668";"X";"35f7c815-74c5-42d3-bbb7-51742b4cd014"
;"банки";"040306000";"РКЦ АРМАВИР";"РКЦ АРМАВИР";"";"";"";"040306000";"23";"352900";"Г. АРМАВИР";"";"УЛ.ЛЕНИНА";"74";"";"";"";"";"УЛ.ЛЕНИНА,74";"";"";"(86137)45929,45955";"";"88331a06-3b7f-4cf5-bf2e-053e55dad70c"
"блокировка 20160627";"банки";"040306739";"ФИЛИАЛ ОАО ""УРАЛСИБ"" В Г. АРМАВИР";"ФИЛИАЛ ОАО ""УРАЛСИБ"" В Г. АРМАВИР";"";"";"";"040306739";"23";"352900";"Г. АРМАВИР";"";"УЛ.ЛЕНИНА";"87/1";"";"";"";"";"УЛ.ЛЕНИНА,87/1";"30101810500000000739";"";"(86137)45777";"X";"ca6c5c78-8b4f-4dc0-b0d9-1abb67aaa3cc"
"блокировка 20160627";"банки";"040313000";"РКЦ ГЕЛЕНДЖИК";"РКЦ ГЕЛЕНДЖИК";"";"";"";"040313000";"23";"353460";"Г. ГЕЛЕНДЖИК";"";"УЛ.КИРОВА";"56";"";"";"";"";"УЛ.КИРОВА,56";"";"";"(86141)22553,21160";"X";"f8176080-ff75-4e49-8ecb-9fac4b204e76"
"блокировка 20160627";"банки";"040313716";"КУ ПАО ""ГЕЛЕНДЖИК-БАНК"" - ГК ""АСВ""";"КУ ПАО ""ГЕЛЕНДЖИК-БАНК"" - ГК ""АСВ""";"";"";"";"040313716";"23";"353460";"Г. ГЕЛЕНДЖИК";"";"УЛ.ОСТРОВСКОГО";"31";"";"";"";"";"УЛ.ОСТРОВСКОГО,31";"30101810000000000716";"";"(86141)40110,35120";"X";"7474c3b6-10a9-48d8-8373-753a7d08aae9"
;"банки";"040313720";"ФИЛИАЛ ""ЧЕРНОМОРСКИЙ"" ОАО БАНК ""ЗАПАДНЫЙ""";"ФИЛИАЛ ""ЧЕРНОМОРСКИЙ"" ОАО БАНК ""ЗАПАДНЫЙ";"""";"";"";"040313720";"23";"353461";"Г. ГЕЛЕНДЖИК";;"УЛ.КРАСНОГВАРДЕЙСКАЯ";"34";;;;;"УЛ.КРАСНОГВАРДЕЙСКАЯ,34";"30101810300000000720";;"(86141)30409,30411";"X";"01c8a490-631b-4610-8f0f-c933d2512a0b"
"Киндяков 20180418 del";"банки";"040314000";"РКЦ ГОРЯЧИЙ КЛЮЧ";"РКЦ ГОРЯЧИЙ КЛЮЧ";"";"";"";"040314000";"23";"353291";"Г. ГОРЯЧИЙ КЛЮЧ";"";"УЛ.ПСЕКУПСКАЯ";"128";"";"";"";"";"УЛ.ПСЕКУПСКАЯ,128";"";"";"(86159)36391,34248";"X";"ac0d6235-b417-49b4-88c8-d5abd76cde47"
"блокировка 20160627";"банки";"040323000";"РКЦ КАНЕВСКАЯ";"РКЦ КАНЕВСКАЯ";"";"";"";"040323000";"23";"353730";"СТ-ЦА. КАНЕВСКАЯ";"";"УЛ.ГОРЬКОГО";"61";"";"";"";"";"УЛ.ГОРЬКОГО,61";"";"";"(86164)72105";"X";"d361ac6b-7318-4aa3-a7e6-a5659e944444"
;"банки";"040323790";"КУБАНСКИЙ ФИЛИАЛ ПАО ""БАНК ЕКАТЕРИНИНСКИЙ""";"КУБАНСКИЙ ФИЛИАЛ ПАО ""БАНК ЕКАТЕРИНИНСКИ";"Й""";"";"";"040323790";"23";"352700";"Г. ТИМАШЕВСК";"";"УЛ.ПРОЛЕТАРСКАЯ";"150";"";"";"";"";"УЛ.ПРОЛЕТАРСКАЯ,150";"30101810300000000790";"";"(86130)43160,42531";"X";"b44340d6-5f8b-41ed-a13e-2eb1a343965b"
"Бондарев 20170327 del";"банки";"040326000";"РКЦ КРОПОТКИН";"РКЦ КРОПОТКИН";"";"";"";"040326000";"23";"352380";"Г. КРОПОТКИН";"";"УЛ.КРАСНАЯ";"51";"";"";"";"";"УЛ.КРАСНАЯ,51";"";"";"(86138)65968,66671";"X";"3cbc73b0-a8dc-43e1-9665-4b271a66196d"
"Бондарев 20161115 del";"банки";"040326747";"КУБАНСКИЙ ФИЛИАЛ ООО КБ ""ФИНАНС БИЗНЕС БАНК""";"КУБАНСКИЙ ФИЛИАЛ ООО КБ ""ФИНАНС БИЗНЕС Б";"АНК""";"";"";"040326747";"23";"352190";"Г. ГУЛЬКЕВИЧИ";;"УЛ.СОВЕТСКАЯ";"29-А";"";"";"";"19";"УЛ.СОВЕТСКАЯ,29-А";"30101810903260000747";;"(86160)33462";"X";"9332c56d-d282-4144-8af7-9eae69c65c19"
;"банки";"040326819";"ООО КБ ""ФИНАНС БИЗНЕС БАНК""";"ООО КБ ""ФИНАНС БИЗНЕС БАНК""";"";"";"";"040326819";"23";"352190";"Г. ГУЛЬКЕВИЧИ";"";"УЛ.СОВЕТСКАЯ";"29А";"";"";"";"";"УЛ.СОВЕТСКАЯ,29А";"30101810800000000819";"";"(8260)33462,32463";"X";"ae43dc63-38cc-4e79-8c21-f76c2e5c3863"
;"банки";"040329000";"РКЦ КУРГАНИНСК";"РКЦ КУРГАНИНСК";"";"";"";"040329000";"23";"352430";"Г. КУРГАНИНСК";"";"УЛ.ЛЕНИНА";"37";"";"";"";"";"УЛ.ЛЕНИНА,37";"";"";"(86147)21296,23273";"X";"2ac4b87b-eaf2-4403-9879-e235ddf6e9ed"
;"банки";"040337000";"РКЦ ПРИМОРСКО-АХТАРСК";"РКЦ ПРИМОРСКО-АХТАРСК";"";"";"";"040337000";"23";"353860";"Г. ПРИМОРСКО-АХТАРСК";;"УЛ.ПЕРВОМАЙСКАЯ";"29";;;;;"УЛ.ПЕРВОМАЙСКАЯ,29";;;"(86143)30726,30787";"X";"bad16b2d-bf57-44de-9be8-a641925457a9"
;"банки";"040340000";"РКЦ КУЩЕВСКАЯ";"РКЦ КУЩЕВСКАЯ";"";"";"";"040340000";"23";"352030";"СТ-ЦА КУЩЕВСКАЯ";;"УЛ.КРАСНАЯ";"37";;;;;"УЛ.КРАСНАЯ,37";;;"(86168)54350,54597";"X";"389cbf5c-fb82-41ba-a961-6750ea089837"
;"банки";"040349001";"ЮЖНОЕ ГУ БАНКА РОССИИ";"ЮЖНОЕ ГУ БАНКА РОССИИ";"";"";"";"040349001";"23";"350059";"Г. КРАСНОДАР";"";"УЛ.ТИХОРЕЦКАЯ";"81";"";"";"";"";"УЛ.ТИХОРЕЦКАЯ,81";"";"";"(861)2779888,2779794";"";"bbbb22a6-f3d3-4bf2-8e80-c8d141989470"
"Бондарев 20161115 del";"банки";"040349500";"Ф-Л ""КРАСНОДАРСКИЙ"" КБ ""ИНТЕРКОММЕРЦ"" (ООО)";"Ф-Л ""КРАСНОДАРСКИЙ"" КБ ""ИНТЕРКОММЕРЦ"" (О";"ОО)";"";"";"040349500";"23";"350063";"Г. КРАСНОДАР";"";"УЛ.ИМ.ПУШКИНА";"6";"";"";"";"";"УЛ.ИМ.ПУШКИНА,6";"30101810003490000500";"";"(861)2684750";"X";"e27e1a4d-7421-451f-8f47-0a1e2706bd6b"
"блокировка 20160627";"банки";"040349509";"ФИЛИАЛ ОАО ""РОСТ БАНК"" В Г. КРАСНОДАРЕ";"ФИЛИАЛ ОАО ""РОСТ БАНК"" В Г. КРАСНОДАРЕ";"";"";"";"040349509";"23";"350075";"Г. КРАСНОДАР";"";"УЛ.ИМ.СЕЛЕЗНЕВА";"76";"";"";"";"";"УЛ.ИМ.СЕЛЕЗНЕВА,76";"30101810703490000509";"";"(861)2334060,2338090";"X";"129a2ce0-dbdb-44ed-9a83-a77448b36644"
"Бондарев 20161115 del";"банки";"040349514";"КУБАНСКИЙ ФИЛИАЛ ПАО ""БАНК ЕКАТЕРИНИНСКИЙ""";"КУБАНСКИЙ ФИЛИАЛ ПАО ""БАНК ЕКАТЕРИНИНСКИ";"Й""";"";"";"040349514";"23";"352700";"Г. ТИМАШЕВСК";;"УЛ.ПРОЛЕТАРСКАЯ";"150";;"";;;"УЛ.ПРОЛЕТАРСКАЯ,150";"30101810303490000514";"";"(86130)43160,42531";"X";"a68c2598-ad87-4f87-a8bc-97b9d006a7b2"
"Бондарев 20160530 upd";"банки";"040349516";"ПАО ""КРАЙИНВЕСТБАНК""";"ПАО ""КРАЙИНВЕСТБАНК""";;;;"040349516";"23";"350063";"Г. КРАСНОДАР";;"УЛ.МИРА";"34";;;;;"УЛ.МИРА,34";"30101810500000000516";"KRRIRU22XXX";"(861)2626000,2103100";;"6d0b530c-ee39-4d00-a7e2-0859122459f0"
;"банки";"040349521";"ФИЛИАЛ БАНКА ""ВБРР"" (АО) В Г. КРАСНОДАРЕ";"ФИЛИАЛ БАНКА ""ВБРР"" (АО) В Г. КРАСНОДАРЕ";"";"";"";"040349521";"23";"350063";"Г. КРАСНОДАР";"";"УЛ.ОРДЖОНИКИДЗЕ";"13/1";"";"";"";"";"УЛ.ОРДЖОНИКИДЗЕ,13/1";"30101810100000000521";"";"(861)2629608,2744520";"";"1c32c374-73a2-4a29-8a1f-e47c6e1baf44"
"Бондарев 20180926 upd";"банки";"040349523";"ФАКБ ""РОССИЙСКИЙ КАПИТАЛ"" (АО) КРАСНОДАРСКИЙ";"ФАКБ ""РОССИЙСКИЙ КАПИТАЛ"" (АО) КРАСНОДАР";"СКИЙ";"";"";"040349523";"23";"350020";"Г. КРАСНОДАР";"";"УЛ.КРАСНАЯ";"184/1";"";"";"";"";"УЛ.КРАСНАЯ,184/1";"30101810700000000523";"";"(861)2596102";"";"81d57b55-2b9c-4991-aa66-b4f4c93f68c8"
"блокировка 20160627";"банки";"040349524";"ФКБ ""ПЕТРОКОММЕРЦ"" В Г.КРАСНОДАРЕ";"ФКБ ""ПЕТРОКОММЕРЦ"" В Г.КРАСНОДАРЕ";"";"";"";"040349524";"23";"350007";"Г. КРАСНОДАР";"";"УЛ.ЗАХАРОВА";"11";"";"";"";"";"УЛ.ЗАХАРОВА,11";"30101810000000000524";"PTRBRUMM016";"(861)2687900,2677271";"X";"be3458c9-bb4d-4d6a-8430-3a38db8d88b8"
;"банки";"040349530";"КРАСНОДАРСКИЙ ФИЛИАЛ ""ТУСАРБАНК""";"КРАСНОДАРСКИЙ ФИЛИАЛ ""ТУСАРБАНК""";"";"";"";"040349530";"23";"350049";"Г. КРАСНОДАР";;"УЛ.ГАГАРИНА";"248";;;;;"УЛ.ГАГАРИНА,248";"30101810900000000530";;"(861)2103536,2103537";"X";"6543c3a8-0655-4185-bfb1-bbae9cadf863"
"Бондарев 20170327 del";"банки";"040349532";"ФКБ ""ЮНИАСТРУМ БАНК"" В КРАСНОДАРЕ";"ФКБ ""ЮНИАСТРУМ БАНК"" В КРАСНОДАРЕ";"";"";"";"040349532";"23";"350000";"Г. КРАСНОДАР";"";"УЛ.ЛЕНИНА/РАШПИЛЕВСКАЯ";"36/45";"";"";"";"";"УЛ.ЛЕНИНА/РАШПИЛЕВСКАЯ,36/45";"30101810500000000532";"";"(861)2686260,2686448";"X";"5803130d-2786-4c77-9727-3852f39c5ae8"
;"банки";"040349535";"ФИЛИАЛ ""КРАСНОДАРСКИЙ"" ОАО ""СОБИНБАНК""";"ФИЛИАЛ ""КРАСНОДАРСКИЙ"" ОАО ""СОБИНБАНК""";"";"";"";"040349535";"23";"350033";"Г. КРАСНОДАР";;"УЛ.СТАВРОПОЛЬСКАЯ";"96А";;;;;"УЛ.СТАВРОПОЛЬСКАЯ,96А";"30101810400000000535";;"(861)2675837,2676040";"X";"6bcab7d3-8cc6-4f26-b9e6-1337e2e5e6e2"
;"банки";"040349536";"КРАСНОДАРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"КРАСНОДАРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"";"";"";"040349536";"23";"350038";"Г. КРАСНОДАР";"";"УЛ.КОРОЛЕНКО";"2";"";"";"";"";"УЛ.КОРОЛЕНКО,2";"30101810700000000536";"";"(861)2536615,2536625";;"38196f2d-7625-46da-a817-f7b82d910ad8"
;"банки";"040349541";"КРАСНОДАРСКИЙ ФИЛИАЛ ОАО ""МТС-БАНК""";"КРАСНОДАРСКИЙ ФИЛИАЛ ОАО ""МТС-БАНК""";"";"";"";"040349541";"23";"350002";"Г. КРАСНОДАР";;"УЛ.СЕВЕРНАЯ";"353";;;;;"УЛ.СЕВЕРНАЯ,353";"30101810300000000541";;"(861)2556453";"X";"feecd7a3-c342-4850-8a24-10b145904d15"
;"банки";"040349542";"КРАСНОДАРСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО)";"КРАСНОДАРСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО)";"";"";"";"040349542";"23";"350038";"Г. КРАСНОДАР";"";"УЛ.СЕВЕРНАЯ/КОРНИЦКОГО";"445/50";"";"";"";"";"УЛ.СЕВЕРНАЯ/КОРНИЦКОГО,445/50";"30101810600000000542";"";"(861)2539653";"";"3de0d013-977b-49f7-b6df-c8c2acf231e9"
;"банки";"040349548";"КРАСНОДАРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА";"КРАСНОДАРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА";"";"";"";"040349548";"23";"350033";"Г. КРАСНОДАР";"";"УЛ.СТАВРОПОЛЬСКАЯ";"41";"";"";"";"";"УЛ.СТАВРОПОЛЬСКАЯ,41";"30101810400000000548";"";"(861)2101040,2101045";"";"3ec84b86-b5b3-451a-84b9-093926794051"
"Бондарев 20161115 upd";"банки";"040349550";"ФИЛИАЛ N8 ПАО КБ ""ЦЕНТР-ИНВЕСТ""";"ФИЛИАЛ N8 ПАО КБ ""ЦЕНТР-ИНВЕСТ""";;;;"040349550";"23";"350002";"Г. КРАСНОДАР";;"УЛ.САДОВАЯ";"113/1";;;;;"УЛ.САДОВАЯ,113/1";"30101810100000000550";;"(861)2745003,2745605";;"f0d7fb6d-e2db-49e6-a726-63e5fae2929f"
;"банки";"040349551";"КРАСНОДАРСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"КРАСНОДАРСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК";"""";"";"";"040349551";"23";"350002";"Г. КРАСНОДАР";"";"УЛ.СЕВЕРНАЯ";"383";"";"";"";"";"УЛ.СЕВЕРНАЯ,383";"30101810400000000551";"";"(861)2554855";"";"ce36bfd4-3175-4e4d-b8f9-ee84803bdcdc"
;"банки";"040349553";"КУБАНСКИЙ ФИЛИАЛ ОАО АКБ ""РОСБАНК""";"КУБАНСКИЙ ФИЛИАЛ ОАО АКБ ""РОСБАНК""";"";"";"";"040349553";"23";"350058";"Г. КРАСНОДАР";;"УЛ.СТАРОКУБАНСКАЯ";"114";;;;;"УЛ.СТАРОКУБАНСКАЯ,114";"30101810000000000553";;"(861)2343591,2313881";"X";"a7dd3b91-cc6a-4be2-acb3-c944c2a9dda2"
;"банки";"040349556";"ЮЖНЫЙ ФИЛИАЛ АО ""РАЙФФАЙЗЕНБАНК""";"ЮЖНЫЙ ФИЛИАЛ АО ""РАЙФФАЙЗЕНБАНК""";"";"";"";"040349556";"23";"350015";"Г. КРАСНОДАР";"";"УЛ.СЕВЕРНАЯ";"311/1";"";"";"";"";"УЛ.СЕВЕРНАЯ,311/1";"30101810900000000556";"";"(861)2109922,2479920";"";"4ae753ab-8dae-4324-b624-f41e87afb790"
;"банки";"040349558";"ФИЛИАЛ ""КРАСНОДАРСКИЙ"" ОАО КБ ""СОЦГОРБАНК""";"ФИЛИАЛ ""КРАСНОДАРСКИЙ"" ОАО КБ ""СОЦГОРБАН";"К""";"";"";"040349558";"23";"350000";"Г. КРАСНОДАР";;"УЛ.М.СЕДИНА/ГОГОЛЯ";"60/1/84/1";;;;;"УЛ.М.СЕДИНА/ГОГОЛЯ,60/1/84/1";"30101810500000000558";;"(861)2681120,2681224";"X";"7c849422-faba-47a4-97f7-bb923c0b490d"
;"банки";"040349563";"КРАСНОДАРСКИЙ Ф-Л ОАО ""ПРОМСВЯЗЬБАНК""";"КРАСНОДАРСКИЙ Ф-Л ОАО ""ПРОМСВЯЗЬБАНК""";"";"";"";"040349563";"23";"350000";"Г. КРАСНОДАР";;"УЛ.ДЛИННАЯ";"94";;;;;"УЛ.ДЛИННАЯ,94";"30101810100000000563";;"(861)2537295";"X";"8a98602c-da07-4d04-aba4-559ca6c51351"
;"банки";"040349564";"КРАСНОДАРСКИЙ ФИЛИАЛ ОАО ""НББ""";"КРАСНОДАРСКИЙ ФИЛИАЛ ОАО ""НББ""";"";"";"";"040349564";"23";"350033";"Г. КРАСНОДАР";"";"УЛ.ИМ.СУВОРОВА";"74/1";"";"";"";"";"УЛ.ИМ.СУВОРОВА,74/1";"30101810400000000564";"";"(861)2397955,2397870";"X";"7bcc372a-d034-4927-a45e-efc2951d9a29"
"Бондарев 20161115 del";"банки";"040349565";"КРАСНОДАРСКИЙ ФИЛИАЛ ПАО КБ ""КЕДР""";"КРАСНОДАРСКИЙ ФИЛИАЛ ПАО КБ ""КЕДР""";"";"";"";"040349565";"23";"350018";"Г. КРАСНОДАР";"";"УЛ.ФАБРИЧНАЯ";"5";"";"";"";"";"УЛ.ФАБРИЧНАЯ,5";"30101810700000000565";"";"(861)2605592";"X";"3864c9a9-260a-4891-a296-b222c738b3e1"
"Киндяков 20180418 upd";"банки";"040349569";"КУ АКБ ""КРЫЛОВСКИЙ"" (АО) - ГК ""АСВ""";"КУ АКБ ""КРЫЛОВСКИЙ"" (АО) - ГК ""АСВ""";;;;"040349001";"03";"350059";"МОСКВА";;"УЛ.ВЫСОЦКОГО";"4";;;;;"УЛ.ВЫСОЦКОГО,4";"30101810900000000569";;"(861)2542399,2542405";;"c7503be4-0570-4cc5-9a39-858bc10404aa"
"Бондарев 20161115 del";"банки";"040349576";"ФИЛИАЛ КРУ ПАО ""МИНБАНК""";"ФИЛИАЛ КРУ ПАО ""МИНБАНК""";"";"";"";"040349576";"23";"350063";"Г. КРАСНОДАР";"";"УЛ.ОКТЯБРЬСКАЯ";"16";"";"";"";"";"УЛ.ОКТЯБРЬСКАЯ,16";"30101810100000000576";"";"(861)2683800";"X";"a1290865-f021-46e1-9166-d75884d09f07"
"Бондарев 20180926 del";"банки";"040349585";"ФИЛИАЛ N 2351 ВТБ 24 (ПАО)";"ФИЛИАЛ N 2351 ВТБ 24 (ПАО)";"";"";"";"040349585";"23";"350000";"Г. КРАСНОДАР";"";"УЛ.ИМ.ГОГОЛЯ";"68";"";"";"";"";"УЛ.ИМ.ГОГОЛЯ,68";"30101810900000000585";"CBGURUMMKRD";"(861)2126424,2125627";"X";"3b45c743-aba2-480e-a4b4-0dcd129b8f47"
"Бондарев 20160520";"банки";"040349602";"КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБАНК";"КРАСНОДАРСКОЕ ОТДЕЛЕНИЕ N8619 ПАО СБЕРБА";"НК";"";;"040349602";"23";"350000";"Г. КРАСНОДАР";"";"УЛ.КРАСНОАРМЕЙСКАЯ";"34";"";"";"";"";"УЛ.КРАСНОАРМЕЙСКАЯ,34";"30101810100000000602";"";"(861)2190100";;"5baea1b3-b6b0-4ad8-9357-86b526d17446"
;"УФК";"9800";"Казначейство России";"Федеральное казначейство";"";"";"";;;"";;;;;;;;;;;;;;"c511c594-f3b4-4493-9672-ca982896194b"
